sample	10p	10q	11p	11q	12p	12q	13q	14q	15q	16p	16q	17p	17q	18p	18q	19p	19q	1p	1q	20p	20q	21q	22q	2p	2q	3p	3q	4p	4q	5p	5q	6p	6q	7p	7q	8p	8q	9p	9q	Xp	Xq
GENIE-MSK-P-0003899-T01-IM5	-0.0971	-0.0971	-0.031	-0.031	-0.0659	-0.1232	0.0126	-0.0883	-0.0201	-0.0385	-0.0385	-0.0115	-0.0115	-0.1454	-0.0127	-0.0393	-0.0456	-0.0858	0.2595	-0.01	-0.01	-0.3836	0.4362	-0.0612	-0.0536	0.3506	-0.0224	0.2228	-0.0424	-0.1284	-0.0115	0.3502	-0.4744	-0.0164	0.0129	0.0035	0.3008	-0.32	-0.0185	-0.0849	-0.0799
GENIE-MSK-P-0003911-T01-IM5	0.5728	0.1767	-0.1503	-0.1503	-0.5353	-0.5365	0.5986	-0.1133	-0.1286	0.1734	0.1734	0.2257	0.1974	-0.1541	-0.1541	-0.0854	-0.0854	-0.1245	-0.1298	0.6836	0.6836	0.2	0.2458	-0.0189	-0.0336	0.1878	0.0961	-0.1961	-0.1961	-0.1581	-0.1581	-0.0423	-0.1124	-0.0426	0.1738	-0.53	0.7831	-0.2236	-0.3819	-0.3813	-0.2991
GENIE-MSK-P-0003913-T01-IM3	0.0161	0.0834	0.3065	0.2636	0.3497	-0.0136	-0.1922	0.1916	-0.031	-0.0984	-0.0984	-0.6431	-0.0273	-0.0642	-0.0642	-0.1689	-0.2971	-0.0936	-0.002	-0.0281	-0.0281	0.091	-0.1026	-0.0549	-0.0026	-0.0415	-0.0204	0.366	0.0181	0.3234	0.0548	-0.0187	-0.0103	-0.0189	-0.074	-0.5905	0.3727	-0.4679	-0.191	-0.4364	0.1008
GENIE-MSK-P-0003914-T01-IM3	0.0969	0.0444	0.0404	0.0404	0.0041	-0.0343	-0.0649	0.0856	0.0029	0.0015	0.0015	0.0582	0.0582	-0.0811	-0.0811	-0.1505	-0.1506	0.0336	0.0827	-0.1035	0.1721	0.0914	-0.1274	0.0528	0.008	0.0365	0.0365	-0.1627	-0.1475	-0.0522	-0.0522	0.0512	0.0265	0.2262	-0.106	-0.0134	-0.0134	-0.0448	-0.0448	0.0383	0.0383
GENIE-MSK-P-0003921-T01-IM5	-0.5088	-0.5088	-0.5392	-0.5392	-0.0535	-0.2753	0.2377	0.0216	0.3694	0.0368	0.0368	-0.4203	0.3033	0.0486	0.0486	-0.1138	-0.1138	0.0551	0.2284	-0.3739	0.277	-0.2027	0.5865	0.09	0.09	-0.1371	-0.2479	0.0534	0.0534	0.2246	0.2246	0.7668	-0.3826	0.2825	0.2825	-0.5059	0.7282	-0.5674	0.2511	-0.1659	-0.1659
GENIE-MSK-P-0003944-T01-IM3	0.2407	-0.1376	-0.3252	-0.2595	0.3503	-0.2526	-0.0562	-0.1088	-0.0618	-0.1287	-0.1304	-0.1217	-0.1591	-0.2581	-0.2581	-0.1658	-0.0249	-0.0372	0.3992	-0.0402	0.0846	-0.0517	-0.2194	0.2308	0.1431	-0.1792	0.2866	-0.2969	-0.2709	0.248	-0.2336	-0.1173	-0.1136	-0.2005	-0.2404	-0.2627	-0.1489	-0.3569	-0.1724	0.0761	0.1117
GENIE-MSK-P-0003955-T01-IM3	-0.169	-0.169	0.0516	0.0516	0.0388	0.0388	0.0451	-0.0121	-0.0033	0.0682	0.0682	0.1036	0.1036	0.0358	0.0358	0.1047	0.1047	0.0044	0.0398	0.0777	0.0777	-0.0423	0.0403	0.0337	0.0624	0.1013	0.1013	0.0721	0.0721	0.0204	0.0204	0.0192	0.0192	0.0022	0.0716	0.0434	0.032	-0.1431	-0.1431	0.0261	-0.1996
GENIE-MSK-P-0003964-T01-IM3	0.1158	0.1158	0.1068	0.1068	0.2341	0.0433	0.1197	0.1557	-0.216	0.045	0.0307	0.0107	0.0107	0.0782	0.0782	-0.012	-0.012	-0.1895	0.1989	0.0966	0.0966	-0.018	-0.1887	0.0618	0.0618	-0.0179	-0.0179	-0.0344	-0.0382	0.1417	0.1417	0.1291	-0.2388	0.1081	0.0618	0.2404	0.2404	-0.052	-0.0513	-0.0651	-0.0655
GENIE-MSK-P-0003967-T01-IM5	-0.1308	-0.1308	-0.1292	-0.1226	-0.1168	-0.0832	0.0771	0.1023	-0.0513	-0.0389	-0.0389	-0.3485	-0.1952	0.0152	0.0152	-0.1233	-0.1233	0.0424	0.0575	-0.033	-0.033	-0.0757	-0.1385	-0.0889	-0.0889	-0.0433	-0.043	-0.0192	-0.0192	0.2847	-0.0763	0.1348	-0.0935	0.1954	0.1954	-0.2095	0.0894	0.1405	-0.0108	-0.1883	-0.1841
GENIE-MSK-P-0003970-T01-IM5	0.0417	-0.1206	-0.001	-0.001	-0.2204	-0.2048	0.1635	0.036	-0.1901	-0.0106	-0.0227	-0.21	0.1514	-0.0132	-0.0132	-0.004	0.0186	0.0321	0.0613	-0.0465	0.1448	0.0203	-0.266	-0.0057	-0.001	9e-04	-0.0551	0.2643	0.2643	0.0464	0.0464	0.1649	0.0332	0.2132	0.2132	-0.009	0.0115	-0.258	-0.1694	-0.1182	-0.0551
GENIE-MSK-P-0003972-T01-IM5	0.2374	-0.0023	-0.3664	0.0999	0.117	0.117	0.1191	0.283	-0.0355	-0.4587	0.0576	-0.101	0.2888	-0.3088	-0.3083	-0.0786	-0.0786	-0.1697	0.0071	0.3676	0.3676	-0.1175	0.0465	0.1207	-0.0539	-0.0403	-0.0988	0.4026	-0.214	-0.0424	-0.1266	0.3951	-0.179	0.2215	0.2335	-0.2872	0.575	-0.367	-0.4618	0.0739	0.074
GENIE-MSK-P-0004011-T01-IM5	-0.0034	-0.0034	0.0391	0.0437	0.0443	0.0443	0.0226	0.0569	0.0584	0.0359	0.0587	0.1051	0.1011	-0.0021	-0.0021	0.0569	0.0569	0.0518	0.0258	-0.0375	-0.0375	0.0219	0.0408	0.0021	0.0021	0.0303	0.0303	-0.0464	-0.0464	-0.013	-0.013	0.0464	0.0423	-0.0069	-0.0069	0.0831	0.0831	-0.0225	-0.0217	-0.0016	-0.0016
GENIE-MSK-P-0004016-T01-IM5	0.1411	0.1411	-0.0333	-0.0243	0.0769	0.0824	0.2779	0.0866	-0.1264	0.0434	-0.1029	-0.1951	-0.0098	0.0484	-0.0914	-0.0847	0.271	0.1247	0.203	0.1481	0.2919	0.4024	-0.0322	0.1331	0.1725	-0.0209	0.0033	-0.2601	-0.2635	-0.0252	-0.0375	0.3658	0.019	0.0724	0.042	-0.099	0.0396	-0.1138	-0.0203	-0.2097	-0.2833
GENIE-MSK-P-0004020-T01-IM5	0.1032	0.1032	-0.0329	-0.0329	-0.0736	-0.0736	-0.0116	-0.0378	-0.0989	-0.0028	-0.0028	-0.0722	0.1977	-0.0797	-0.0797	-0.1189	-0.1586	-0.0786	0.1951	-0.1242	0.0681	0.0225	-0.1182	0.0318	0.0318	-0.0673	-0.0724	-0.0102	-0.0102	0.0624	0.0624	0.3415	-0.0861	0.0752	0.0797	-0.0831	0.1485	-0.0808	-0.0808	-0.0594	-0.0594
GENIE-MSK-P-0004043-T01-IM3	-0.179	-0.1175	0.1038	0.1038	0.0701	0.0628	0.2634	-0.048	-0.1291	-0.1303	-0.1295	-0.2033	-0.2527	0.2109	-0.2359	-0.344	-0.344	-0.0903	-0.0903	-0.0012	0.0656	-0.0031	-0.156	-0.0077	-0.0077	-0.0842	-0.0842	-0.4661	-0.3175	-0.0841	-0.0843	0.1575	0.0085	0.0476	0.0331	-0.2242	0.233	-0.0919	-0.0919	-0.1141	-0.0679
GENIE-MSK-P-0004048-T01-IM5	-0.0143	-0.2606	-0.4494	-0.4894	0.3084	-0.3821	-0.0133	0.0664	0.1142	0.0417	-0.5272	0.0427	0.0334	0.0365	0.0365	0.009	0.1022	-0.0806	0.3314	-0.0137	-0.0421	0.2657	0.38	0.0331	0.0331	0.4218	0.2574	0.0879	0.0879	-0.0346	-0.4082	0.3041	-0.0793	0.1074	0.0513	0.2535	0.2986	0.0509	0.009	0.0666	0.0574
GENIE-MSK-P-0004050-T01-IM3	0.5689	-0.0944	-0.0715	-0.0715	0.2467	0.0462	-0.1833	0.0925	-0.082	-0.087	-0.2504	-0.2723	0.0942	-0.0428	-0.0428	0.0368	0.164	-0.0957	0.1411	-0.1679	-0.1679	-0.0795	-0.0958	0.1826	-0.2152	0.2196	0.1973	-0.1407	-0.2989	0.1192	0.1192	-0.0744	-0.1325	0.2342	0.2343	-0.1621	0.0424	-0.1883	-0.1883	0.2011	-0.4127
GENIE-MSK-P-0004051-T01-IM5	0.0773	0.0773	0.0256	0.0256	0.0359	0.0149	0.0803	0.0313	0.0576	0.0322	0.0203	-0.0166	0.0112	0.0462	0.0462	0.022	0.022	0.0204	0.0204	0.0127	0.0127	0.0553	-0.0245	0.0539	0.0718	0.0809	-0.0178	0.0874	0.0874	0.0465	0.0465	0.0108	0.0507	0.0743	0.0879	0.0159	0.0159	0.0419	0.0419	0.0129	-0.0304
GENIE-MSK-P-0004054-T01-IM5	0.1893	-0.3642	0.1594	0.1594	0.3741	0.2382	0.1574	0.1585	0.078	-0.2868	0.252	0.2284	0.2284	0.1004	0.1004	-0.2566	-0.2566	-0.3111	0.0188	-0.3311	-0.36	0.1438	-0.0422	0.1523	0.1523	-0.3375	0.0726	0.0196	0.0022	0.5112	-0.4192	-0.1809	-0.2201	0.2265	0.1166	-0.1777	0.202	-0.226	0.1988	0.1301	0.1301
GENIE-MSK-P-0004056-T01-IM5	0.129	0.129	-0.1231	-0.1231	0.0542	0.0542	0.1341	-0.1322	-0.1012	-0.1747	-0.1747	-0.089	0.0214	0.2362	-0.1644	-0.1541	0.2845	0.1656	0.224	0.361	0.384	-0.0423	-0.0992	0.0978	0.0978	0.1259	0.3565	-0.0656	-0.0656	-0.0507	-0.0507	0.231	0.0869	0.3405	0.2607	-0.0825	0.1826	0.0234	-0.0106	0.0898	0.0664
GENIE-MSK-P-0004077-T01-IM5	-0.0583	-0.0583	-0.0581	-0.0581	-0.0665	-0.0665	-0.0666	-0.0396	-0.159	-0.055	-0.055	-0.0437	0.2463	-0.0719	-0.0719	-0.0393	-0.0393	-0.1739	0.169	-0.0462	-0.0462	-0.0278	-0.0194	-0.0406	-0.0501	-0.0658	-0.0658	-0.0955	-0.1027	-0.0693	-0.0619	-0.0628	-0.0613	-0.0538	-0.0666	-0.0573	-0.0573	-0.2252	-0.0374	0.0227	0.0227
GENIE-MSK-P-0004099-T01-IM5	0.1375	0.1375	0.1379	0.194	0.0834	0.0953	-0.2389	0.0563	-0.1976	-0.1186	-0.1411	-0.1509	0.2292	-0.0369	0.2451	-0.003	-0.434	0.0394	0.109	0.2439	0.2439	0.0844	-0.3433	0.0729	-0.0389	-0.3668	-0.3298	0.3196	-0.1585	0.4739	-0.2577	-0.128	0.3329	0.0976	0.0976	0.2042	0.5279	-0.1587	-0.1503	0.0672	0.1223
GENIE-MSK-P-0004103-T01-IM5	-0.0688	-0.0688	-0.0741	-0.1263	-0.0098	-0.0098	-0.2231	0.1238	-0.0822	0.0919	0.0919	-0.1257	-0.1257	0.122	0.122	0.1201	0.1201	-0.096	0.3567	-0.0693	-0.0693	0.0111	-0.1349	-0.1045	-0.1045	0.0373	0.0373	-0.0515	-0.0515	0.3025	0.3025	-0.0183	-0.3152	0.1597	-0.0649	0.1901	0.1901	0.0472	0.0472	-0.0387	0.0633
GENIE-MSK-P-0004117-T01-IM5	-0.043	-0.043	-0.158	0.174	-0.1283	-0.203	0.0084	0.5054	-0.2003	-0.2384	-0.2384	-0.1828	0.2995	-0.1697	-0.1697	-0.2292	-0.1762	0.1553	0.1188	-0.0226	-0.1777	0.2611	-0.2813	-0.0592	-0.0592	-0.1592	0.1496	-0.1502	-0.1502	0.3761	-0.1714	0.2223	0.2223	0.2985	0.0056	-0.1327	-0.0243	-0.1422	-0.1422	0.1657	0.1349
GENIE-MSK-P-0004120-T01-IM5	-0.0205	-0.0205	0.0093	-0.0134	-0.0029	0.0107	-0.0899	0.0637	-0.0284	0.0294	0.0294	-7e-04	-7e-04	-0.0879	-0.0879	0.0014	0.0012	0.0194	0.0194	-0.104	-0.104	-0.0069	-0.0111	-0.0555	-0.044	-0.0792	-0.0792	-0.0325	-0.0325	-0.0159	-0.0159	-0.037	-0.0272	0.0893	0.0902	-0.0215	-0.0215	-0.0629	-0.0629	-0.0283	-3e-04
GENIE-MSK-P-0004126-T01-IM5	-0.0261	0.0449	-0.0368	-0.0368	-0.0923	0.0175	-0.0605	-0.0716	0.0486	0.1168	0.1168	-0.0489	0.0159	-0.1309	-0.1309	0.1811	0.1811	-0.0496	-0.0812	0.0243	0.0243	0.017	0.1668	0.0253	-0.08	-0.0139	-0.0608	-0.0933	-0.0933	-0.0685	-0.0685	-0.1204	-0.1268	-0.0496	-0.0496	-0.0601	-0.0601	-0.0447	-0.0447	-0.0691	-0.0691
GENIE-MSK-P-0004132-T01-IM5	-0.0394	-0.0394	-0.029	-0.029	0.0053	0.0053	-0.0986	-0.0268	0.1542	-0.0134	-0.0134	-0.1057	-0.0894	-0.0933	-0.0933	-0.0055	-0.0055	-0.03	-0.03	0.1604	0.1604	0.1574	-0.0224	-0.038	-0.0696	-0.0407	-0.3645	-0.0572	-0.0572	0.1847	0.1847	0.1533	-0.0855	0.1724	0.4488	0.1583	0.1583	-0.4128	-0.0024	0.1852	0.1683
GENIE-MSK-P-0004137-T01-IM5	0.0185	0.0274	-0.052	-0.0465	-0.0109	0.0668	0.0578	-0.0257	-0.0065	0.0185	0.0185	-0.039	-0.0291	-0.0911	-0.0911	0.0626	0.0626	0.007	0.0375	-0.0236	-0.0173	-0.1067	0.0195	0.13	0.0486	0.0584	0.0482	0.0047	0.0047	-0.0379	-0.0379	-0.0637	-0.0436	0.0442	0.0415	0.1659	0.1199	-0.0534	-0.0534	-0.0795	-0.0795
GENIE-MSK-P-0004140-T01-IM5	-0.2321	0.1124	-0.3092	0.5044	-0.2925	-0.4115	0.1639	0.3668	-0.1145	0.0363	0.1283	0.1886	-0.3039	-0.5313	-0.1877	0.0982	0.0317	-0.0715	-0.103	0.0711	0.5106	-0.3776	-0.1681	-0.0051	-0.0753	-0.3285	-0.3735	-0.0562	-0.0351	0.1464	-0.1388	0.0182	0.4473	0.0347	0.1111	-0.2103	0.3415	-0.4186	-0.2308	0.046	0.046
GENIE-MSK-P-0004142-T01-IM5	0.0151	0.0151	0.0441	0.0441	0.0331	-0.0144	0.0118	0.0374	0.0427	0.0086	0.0086	0.0612	0.0378	0.0249	0.0249	0.0138	0.0138	0.0544	0.0117	0.0578	0.0578	0.0533	0.0696	0.0571	0.0571	0.063	0.063	0.0364	0.0364	0.0423	0.0423	0.3662	-0.5163	0.043	0.043	0.0319	0.0319	0.0214	-0.4909	-0.0256	-0.0256
GENIE-MSK-P-0004150-T01-IM5	-0.025	-0.0297	0.0882	0.0788	0.0516	0.0636	-0.0619	-0.0901	0.0283	0.0394	0.069	-0.0553	-0.0553	-0.2022	-0.2022	-0.041	-0.041	0.1026	0.0515	0.0382	0.0382	0.0426	0.0235	0.0991	0.1054	-0.1956	0.0254	0.1323	0.1323	0.1027	0.1027	-0.0648	-0.0648	0.2632	0.2632	-0.226	0.1843	-0.1509	-0.1548	-0.0014	-0.0345
GENIE-MSK-P-0004170-T01-IM5	0.056	0.0287	-0.0285	-0.0285	0.1118	0.0295	-0.004	0.0353	-0.0231	-0.0596	-0.0596	0.0863	0.0863	0.1036	0.1036	0.028	0.0313	0.0623	-0.006	-0.009	-0.009	0.0958	-0.0138	0.0959	0.0722	0.0403	0.0515	-0.1052	-0.0945	-0.0633	-9e-04	0.1218	0.1079	0.3948	0.2268	0.0258	0.0258	-0.0325	-0.0163	-0.0311	-0.0311
GENIE-MSK-P-0004189-T01-IM5	0.1004	0.1499	0.0485	0.0485	-0.1077	0.2883	-0.1356	0.1055	0.0248	-0.0265	-0.0221	0.1038	0.1038	-0.1703	-0.1703	-0.0336	-0.0336	-0.0981	0.0641	-0.073	0.2291	0.1528	-0.0306	0.1632	0.0306	0.0521	0.0339	-0.0991	-0.1236	0.249	-0.0946	0.0753	-0.1312	-0.0129	-0.0129	0.0837	0.0837	-0.1928	-0.0663	0.0126	0.0126
GENIE-MSK-P-0004203-T01-IM5	-0.2961	-0.3209	0.1868	0.1868	-0.3031	-0.0637	-0.3994	-0.094	0.1736	-0.0106	-0.0106	-0.2935	-0.3126	0.1666	0.1662	0.0332	0.0332	0.2601	-0.0924	0.1475	0.1475	0.0125	0.2141	-0.183	-0.0765	0.02	0.194	0.1707	0.1707	-0.2929	-0.2929	0.0878	0.1388	0.2078	0.178	0.1261	0.1261	0.1543	0.1543	-0.0612	0.0286
GENIE-MSK-P-0004214-T01-IM5	-0.2215	-0.2505	-0.597	-0.6509	0.154	0.1914	0.1393	0.0978	0.1291	0.0174	0.0174	0.0759	0.294	0.1345	0.1124	0.0767	0.1024	-0.149	0.3617	0.1518	0.1513	-0.464	0.4439	-0.1755	-0.1748	0.141	0.1441	0.1263	0.1263	-0.2138	-0.214	0.5179	0.0592	0.1062	0.0972	0.0739	0.0739	-0.3991	0.1019	-0.0887	-0.0799
GENIE-MSK-P-0004226-T01-IM5	-0.0039	-0.0039	-0.15	0.0505	0.0739	0.0588	-0.0288	-4e-04	0.2592	0.036	0.036	0.0721	0.058	-0.0079	-0.0079	0.0829	0.0829	0.0907	0.0346	0.0104	0.0104	-0.0059	0.1294	0.0719	0.005	0.0658	0.04	0.045	0.045	0.0027	0.0027	-0.0044	-0.0044	-0.1511	0.0225	-0.004	-0.004	-0.2257	-0.1763	-0.0635	-0.0635
GENIE-MSK-P-0004232-T01-IM5	-0.1032	-0.1032	0.074	0.074	-0.1365	-0.1365	-0.2851	0.182	0.1929	0.1699	-0.0429	-0.4704	0.1269	0.084	-0.3341	-0.1858	-0.1858	0.2398	0.1718	-0.1075	-0.1021	0.0161	0.2044	-0.0061	-0.055	-0.1334	-0.1334	-0.1727	-0.1714	0.2828	-0.0798	0.1969	-0.1087	0.5153	-0.0263	-0.4018	-0.1525	-0.1122	-0.1122	-0.2308	0.2164
GENIE-MSK-P-0004240-T01-IM5	0.0457	0.0457	-0.0344	-0.0344	-0.0188	0.0419	0.0035	-0.0372	0.0667	0.0543	0.0543	-0.0597	-0.0597	-0.0607	-0.0607	0.0267	0.0267	-0.0022	0.0057	0.0704	0.0704	0.1	0.0787	-0.017	-0.017	-0.0427	-0.0429	-0.0041	-0.0041	-0.0268	-0.0268	-0.0388	-0.0388	7e-04	7e-04	-0.0393	-0.0393	-0.0856	-0.0856	-0.0251	-0.0251
GENIE-MSK-P-0004253-T01-IM5	-0.1972	-0.1972	0.0773	0.029	0.0703	0.0521	0.0059	-0.0777	-0.011	-0.0605	-0.0605	-0.0411	-0.0306	0.109	0.0369	-0.0503	-0.0382	0.0563	0.0662	0.0395	0.0395	0.115	-0.0472	0.0809	0.0939	0.0685	0.1333	0.1649	0.1649	-0.0552	-0.0552	-0.0236	-0.2313	0.1078	0.0971	0.0421	0.0421	0.2315	-0.2504	9e-04	9e-04
GENIE-MSK-P-0004256-T01-IM5	-0.0928	-0.0928	-0.0229	-0.0229	0.2965	0.0775	-0.0922	0.0604	-0.0374	0.027	-0.0921	0.0601	0.0601	0.1078	0.1078	0.0732	0.0651	0.0017	-0.0427	0.1354	0.1354	-0.3412	0.0553	0.063	0.0615	0.069	0.1571	0.1069	0.1069	-6e-04	-6e-04	-0.1059	-0.0322	0.0983	0.0985	0.0739	0.1237	0.034	0.1113	-0.1589	-0.0321
GENIE-MSK-P-0004257-T01-IM5	-0.0214	-0.0214	-0.0174	-0.0174	-0.0293	-0.0293	-0.0312	0.0095	-0.0164	-0.0398	-0.0398	-0.0349	-0.0349	-0.0438	-0.0438	-0.0315	-0.0515	0.0088	0.4547	0.0022	0.0022	0.0415	0.0495	-0.0048	-0.0048	-0.0134	-0.0134	-0.0414	-0.0558	-0.0249	-0.0249	0.0254	0.0016	-0.0059	-0.0127	-8e-04	-0.0015	-0.7523	-0.7669	-0.0118	-4e-04
GENIE-MSK-P-0004259-T01-IM5	0.0884	0.0884	-0.2669	0.0867	0.0456	-0.3744	0.057	0.0437	0.0918	0.067	0.067	0.0491	0.0449	0.0674	0.0674	0.1384	0.1117	0.0791	0.0791	0.0656	0.0656	0.0798	0.0615	0.048	0.068	0.0049	0.0049	0.1378	0.1378	0.0035	0.1105	0.0098	0.0098	0.058	0.0582	0.0629	0.0629	0.0744	0.0744	-0.0387	-0.0387
GENIE-MSK-P-0004272-T01-IM5	-0.2815	-0.2815	-0.3309	-0.3309	0.0935	0.0935	0.4887	-0.1946	-0.2989	0.0036	-0.3504	-0.2989	0.2669	0.3837	0.0565	-0.1094	0.3567	0.1656	0.3635	-0.2536	0.4058	0.5753	0.0435	-0.1443	-0.1443	-0.147	-0.2986	0.0169	0.0169	-0.3433	-0.3433	0.1007	0.0914	0.1686	0.1686	0.3345	0.3345	-0.3275	-0.311	0.3704	0.3704
GENIE-MSK-P-0004279-T01-IM5	0.1631	-0.1355	0.1647	-0.1887	-0.0591	-0.048	-0.4179	0.3378	-0.1244	-0.0096	-0.2016	-0.1485	0.065	-0.3354	-0.3354	-0.1648	0.0584	-0.097	0.0946	0.2122	0.3766	-0.1117	-0.1252	-0.137	-0.3561	0.0611	0.0611	-0.2557	-0.1586	0.37	0.0385	-0.1797	-0.1207	0.355	0.1945	-0.5464	0.7202	-0.1673	0.0079	0.0492	-0.1856
GENIE-MSK-P-0004294-T01-IM5	-0.0302	-0.0594	-0.1328	-0.1049	-0.0495	-0.077	0.3457	-0.0113	-0.1867	0.4561	0.4401	0.2709	0.2591	-0.0814	-0.0814	-0.1257	-0.052	0.0173	-0.0957	0.1811	0.1364	-0.6465	-0.2811	0.0955	0.1768	-0.0726	0.5807	-0.1267	-0.119	-0.5064	-0.3863	0.0834	0.0081	0.3303	0.3865	-0.3011	-0.3011	0.0228	-0.075	-0.2336	-0.2336
GENIE-MSK-P-0004315-T01-IM5	-0.1893	0.0344	-0.0313	0.1849	0.0248	0.0257	-0.1935	0.096	0.1731	-0.1098	-0.0103	0.1397	0.273	0.1676	0.1676	-0.2125	0.1503	-0.1663	0.0834	0.0622	0.0622	-0.1724	-0.1927	0.1908	0.0258	-0.1945	-0.1945	-0.0136	-0.201	0.4837	-0.1856	0.5561	-0.0202	0.2125	0.2125	-0.0605	0.3343	-0.1973	-0.1973	-0.2662	-0.2886
GENIE-MSK-P-0004329-T01-IM5	-0.1031	0.0788	0.0686	0.0327	0.0156	0.0105	0.0017	0.0301	-0.2356	0.1165	0.1165	-0.2123	0.0552	-0.3366	-0.3366	0.1676	0.1676	0.0205	0.0043	0.0162	0.0625	0.0745	0.1565	0.0163	-0.0305	0.0625	0.233	-0.1352	-0.1352	0.026	0.0259	-0.0139	0.0082	0.0257	0.0257	0.0704	0.0143	0.0938	-0.1223	-0.0611	-0.0372
GENIE-MSK-P-0004348-T01-IM5	-0.1066	-0.0867	-0.0525	-0.0525	-0.0805	-0.0723	-0.1278	-0.0745	0.1913	0.0048	0.0048	-0.0222	-0.0298	-0.1537	-0.1537	0.0808	0.0725	-0.0796	-0.0873	-0.0671	-0.0671	-0.0445	0.084	-0.0656	-0.1165	-0.099	-0.099	-0.1184	-0.1184	-0.0875	-0.0875	0.2497	-0.2097	0.3369	0.3369	-0.0895	-0.0895	-0.1041	-0.1027	-0.0674	-0.0808
GENIE-MSK-P-0004349-T01-IM5	-0.18	-0.1854	0.0175	-0.1735	-0.0117	-0.0117	0.0483	0.1666	-0.1602	0.1087	-0.1803	0.0165	0.0165	-0.2324	-0.2324	-0.0612	-0.0612	-0.0117	-0.0117	0.1462	0.3515	0.2018	0.0488	0.0041	-0.0377	0.1577	0.1577	-0.0041	-0.0041	0.0688	-0.2195	-0.0636	-0.0495	0.2118	0.2118	-0.0796	-0.0796	-0.2051	-0.1702	-0.0014	-0.0014
GENIE-MSK-P-0004362-T01-IM5	-0.2105	0.0645	0.0315	0.0023	0.1212	0.0363	-0.0408	0.1203	-0.0086	0.05	-0.3124	0.1057	0.0644	-0.0391	-0.0391	0.0516	-0.1152	0.0861	0.0032	-0.13	-0.042	-0.0493	0.0473	-0.0949	0.0384	0.0825	0.057	-0.0744	-0.0744	0.0627	0.056	0.127	0.0681	0.1003	-0.0274	-0.0218	-0.0083	-0.1499	0.0645	-0.1838	-0.1838
GENIE-MSK-P-0004366-T01-IM5	0.1305	0.0921	-0.1328	-0.1778	-0.0766	-0.0766	0.0125	0.0192	-0.0396	0.023	0.023	-0.2994	9e-04	-0.2098	-0.2098	-0.1499	0.0611	0.0272	0.0331	0.118	0.118	0.0722	0.1589	0.1095	0.1095	0.038	0.038	0.0762	0.0762	0.1247	0.1247	-0.0649	-0.0649	0.2045	0.2045	-0.0087	-0.0087	-0.0478	-0.0535	-0.0422	-0.0888
GENIE-MSK-P-0004376-T01-IM5	0.0703	0.0703	0.0067	0.0067	0.0429	0.0429	0.0262	0.0173	0.0416	0.035	0.035	0.0613	0.0179	0.0106	0.0106	0.0558	0.0558	0.044	0.0268	-0.0286	-0.0286	0.0279	0.075	0.023	-0.0397	-0.243	0.0444	-0.0214	-0.0214	0.0091	0.0092	0.0517	0.0313	0.0142	0.1743	0.0387	0.0387	-0.0056	-0.0056	0.0086	0.0086
GENIE-MSK-P-0004387-T01-IM5	0.0436	0.0436	-0.1034	-0.1034	0.0284	0.0409	0.0978	-0.2462	-0.0394	-0.1472	-0.1472	0.1588	0.1588	-0.2454	-0.2454	0.1329	0.2051	-0.0416	-0.0416	0.3734	0.3734	0.1346	0.1507	-0.2086	-0.2717	0.172	0.172	-0.1987	-0.1987	-0.06	-0.06	-0.193	-0.193	-0.0517	-0.0517	0.0851	0.0851	-0.1854	-0.1854	-0.0397	-0.0397
GENIE-MSK-P-0004395-T01-IM5	-0.0099	0.0246	0.0603	0.0339	0.2618	-0.2885	0.0998	-0.3353	-0.0159	-0.0342	-0.0647	-0.5765	0.109	0.3806	-0.3497	-0.1891	-0.0161	-0.5167	0.0835	-0.0228	0.9525	-0.444	-0.1098	-0.0317	0.3391	-0.0448	0.0844	-0.2749	-0.4774	0.3177	0.2923	0.1062	-0.2589	0.2675	0.2071	-0.4676	0.0092	-0.4878	-0.4878	-0.4063	-0.216
GENIE-MSK-P-0004397-T01-IM5	0.0495	0.0495	0.0343	0.0343	0.0522	0.0522	0.0737	-0.156	-0.1329	-0.029	-0.029	0.0177	0.0177	0.115	-0.1448	0.0285	0.0044	0.0261	0.0899	0.1829	0.1829	0.0258	0.0627	0.0532	0.0621	-0.2094	0.2579	0.003	0.003	0.1584	0.1584	0.066	0.0661	0.2108	0.2139	0.0411	0.0411	-0.1891	-0.1891	0.036	-0.0053
GENIE-MSK-P-0004412-T01-IM5	0.0222	0.0076	-0.0063	-0.0063	0.2025	0.3069	-0.0375	-0.0606	0.0263	0.0521	0.0521	-0.0614	-0.0216	-0.1089	-0.1089	0.1287	0.1328	-0.0173	-0.0233	0.3029	0.3029	0.0562	0.1582	0.0511	-0.0466	-0.1723	-0.1278	-0.0524	-0.0524	-0.1208	0.1415	-0.1406	-0.0886	0.2289	0.2289	-0.1566	-0.1566	-0.3275	-0.3275	0.1498	0.1498
GENIE-MSK-P-0004413-T01-IM5	0.1042	0.1042	0.0771	-0.0278	0.0633	0.0633	0.0764	0.0538	0.0372	0.0362	0.0594	0.057	0.0818	0.0397	0.0397	0.0343	0.0343	0.0415	0.0443	0.0612	0.0612	0.1255	0.087	0.0716	0.0712	-0.4082	0.1058	0.1017	-0.0977	0.0559	0.0559	-0.3431	-0.3725	0.1061	0.0811	-0.3635	-0.3635	-0.3965	-0.3965	-0.0039	-0.0039
